Number,USGS_ID,COM_ID,Min_Dis_Jan,Min_Dis_Feb,Min_Dis_Mar,Min_Dis_Apr,Min_Dis_May,Min_Dis_Jun,Min_Dis_Jul,Min_Dis_Aug,Min_Dis_Sep,Min_Dis_Oct,Min_Dis_Nov,Min_Dis_Dec,Max_Dis_Jan,Max_Dis_Feb,Max_Dis_Mar,Max_Dis_Apr,Max_Dis_May,Max_Dis_Jun,Max_Dis_Jul,Max_Dis_Aug,Max_Dis_Sep,Max_Dis_Oct,Max_Dis_Nov,Max_Dis_Dec,Ave_Dis_Jan,Ave_Dis_Feb,Ave_Dis_Mar,Ave_Dis_Apr,Ave_Dis_May,Ave_Dis_Jun,Ave_Dis_Jul,Ave_Dis_Aug,Ave_Dis_Sep,Ave_Dis_Oct,Ave_Dis_Nov,Ave_Dis_Dec,Min_Temp_Jan,Min_Temp_Feb,Min_Temp_Mar,Min_Temp_Apr,Min_Temp_May,Min_Temp_Jun,Min_Temp_Jul,Min_Temp_Aug,Min_Temp_Sep,Min_Temp_Oct,Min_Temp_Nov,Min_Temp_Dec,Max_Temp_Jan,Max_Temp_Feb,Max_Temp_Mar,Max_Temp_Apr,Max_Temp_May,Max_Temp_Jun,Max_Temp_Jul,Max_Temp_Aug,Max_Temp_Sep,Max_Temp_Oct,Max_Temp_Nov,Max_Temp_Dec,Ave_Temp_Jan,Ave_Temp_Feb,Ave_Temp_Mar,Ave_Temp_Apr,Ave_Temp_May,Ave_Temp_Jun,Ave_Temp_Jul,Ave_Temp_Aug,Ave_Temp_Sep,Ave_Temp_Oct,Ave_Temp_Nov,Ave_Temp_Dec,Min_Do_Jan,Min_Do_Feb,Min_Do_Mar,Min_Do_Apr,Min_Do_May,Min_Do_Jun,Min_Do_Jul,Min_Do_Aug,Min_Do_Sep,Min_Do_Oct,Min_Do_Nov,Min_Do_Dec,Max_Do_Jan,Max_Do_Feb,Max_Do_Mar,Max_Do_Apr,Max_Do_May,Max_Do_Jun,Max_Do_Jul,Max_Do_Aug,Max_Do_Sep,Max_Do_Oct,Max_Do_Nov,Max_Do_Dec,Ave_Do_Jan,Ave_Do_Feb,Ave_Do_Mar,Ave_Do_Apr,Ave_Do_May,Ave_Do_Jun,Ave_Do_Jul,Ave_Do_Aug,Ave_Do_Sep,Ave_Do_Oct,Ave_Do_Nov,Ave_Do_Dec,Base_Dis_5%,Base_Dis_25%,Dis_Avail_Data_%,Temp_Avail_Data_%,DO_Avail_Data_%,HDI
608,11395030,99999,5.5,6,5.5,5.5,6.2,5.5,5.4,5.2,5.7,5.6,5.6,6.3,5420,961,1670,583,3250,694,248,289,419,421,327,3510,85.83575269,67.12463127,84.97123656,70.72611111,163.6426075,120.0886111,87.02553763,116.277957,138.6952778,204.741094,81.1715942,57.9545582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.9,12,100,0,0,27
609,11395200,99999,5.4,5.1,5.4,5.1,5.6,5.3,5.3,5.3,5.1,5.6,5.2,5.3,9020,1140,2860,361,3320,733,24,41,18,241,191,5490,56.53897849,16.93908555,64.52016129,11.70959722,67.57177419,25.09666667,10.1311828,10.00524194,10.25305556,11.62173913,6.663623188,26.21900421,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,6,100,0,0,27
610,11396000,99999,3.5,3.7,3.7,5.4,5.4,5.3,5.2,5.1,5.2,3.4,3.4,3.4,4490,1770,1150,1400,1530,954,265,18,218,100,83,2490,46.07016129,80.03746313,96.10134409,114.1968056,117.5927419,66.83236111,10.55255376,8.602688172,9.614027778,8.932258065,6.516086957,37.28387097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,6.1,100,0,0,32
611,11396200,99999,5.3,5.3,5.1,5.2,5.2,5.7,5.7,5.7,5.3,5.3,5.3,5.3,17300,3520,4410,2860,5340,1240,193,342,355,264,475,10900,139.6272849,168.380236,230.3775538,138.8529167,187.2579301,61.99791667,11.32459677,10.60712366,15.56097222,14.12258065,11.72681159,76.67755961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.1,100,0,0,29
612,11396350,99999,5.3,5.3,5.1,5.2,5.2,5.7,5.7,5.7,5.3,5.3,5.3,5.3,17300,3520,4410,2860,5340,1240,193,342,355,264,475,10900,139.6272849,168.380236,230.3775538,138.8529167,187.2579301,61.99791667,11.32459677,10.60712366,15.56097222,14.12258065,11.72681159,76.67755961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.1,100,0,0,31
613,11396400,99999,5.3,5.3,5.1,5.2,5.2,5.7,5.7,5.7,5.3,5.3,5.3,5.3,17300,3520,4410,2860,5340,1240,193,342,355,264,475,10900,139.6272849,168.380236,230.3775538,138.8529167,187.2579301,61.99791667,11.32459677,10.60712366,15.56097222,14.12258065,11.72681159,76.67755961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.1,100,0,0,11
614,11399500,99999,33,34,35,33,17,35,33,35,34,34,34,33,2140,1940,722,148,968,1240,709,708,505,706,694,417,117.2922043,112.0408555,44.31841398,39.81027778,81.13010753,92.71638889,67.70739247,84.47459677,54.52972222,59.90210379,60.28289855,39.21332398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,37,100,0,0,20
615,11400500,99999,41,44,46,41,37,32,30,28,29,29,31,34,2660,741,1460,1020,1480,425,658,722,1280,220,392,1740,91.05981183,94.99469027,148.5274194,168.7955556,172.9908602,98.13402778,75.50591398,60.3,63.54777778,50.15932679,66.05782609,83.15035063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,48,100,0,0,9
616,11401112,99999,61,61,61,61,103,138,140,140,58,60,61,60,2130,803,1280,1200,1920,1760,1480,618,925,481,869,990,121.9677419,113.5516224,141.6545699,190.7555556,245.0981183,200.6972222,173.9731183,160.6129032,90.90277778,70.2342216,81.86666667,81.53295933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,65,100,0,0,21
617,11401165,99999,1.85,2.48,2.17,2.01,1.9,1.75,1.78,1.77,1.77,1.77,1.8,1.78,12,12,21,16,20,16,11,4.9,4.8,6.87,6.3,12,3.569835391,3.670310078,7.922070485,8.632679641,8.11,5.104667747,3.149469154,2.967580872,2.924037627,3.086361032,3.223086957,3.48832158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,3,100,0,0,0
618,11401200,99999,1.85,2.48,2.17,2.01,1.9,1.75,1.78,1.77,1.77,1.77,1.8,1.78,12,12,21,16,20,16,11,4.9,4.8,6.87,6.3,12,3.569835391,3.670310078,7.922070485,8.632679641,8.11,5.104667747,3.149469154,2.967580872,2.924037627,3.086361032,3.223086957,3.48832158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.18,3,100,0,0,0
619,11401500,99999,84,355,474,1650,872,194,50,27,24,NA,NA,NA,3020,2080,7060,3620,2260,1170,152,50,40,NA,NA,NA,502.9032258,729.1071429,3146.064516,2173.333333,1449.870968,638.7666667,87.61290323,35.61290323,31.43333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,68,100,0,0,0
620,11402000,99999,36,38,60,37.4,25.2,11.4,8.11,6,7.42,9.51,22.6,29.9,18000,5390,9490,5190,6420,1130,337,79,85,305,2500,8820,433.3766129,445.1486726,617.4619624,488.4393056,382.5590054,167.1179167,51.12455645,26.71533602,26.04101389,41.19275538,72.40550725,269.5510519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.12,37.1,100,0,0,14
621,11403000,99999,36,38,60,37.4,25.2,11.4,8.11,6,7.42,9.51,22.6,29.9,18000,5390,9490,5190,6420,1130,337,79,85,305,2500,8820,433.3766129,445.1486726,617.4619624,488.4393056,382.5590054,167.1179167,51.12455645,26.71533602,26.04101389,41.19275538,72.40550725,269.5510519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.12,37.1,100,0,0,15
622,11403200,99999,51,51,52,53,105,109,108,106,99,45,52,50,74400,17300,41900,16800,25600,4670,1020,1010,939,738,10100,44500,1070.768817,865.6489676,1480.450269,1257.980556,1116.123656,549.0430556,232.7849462,237.4005376,248.9819444,211.2781206,244.9188406,683.6227209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,130,100,0,0,18
623,11403530,99999,1.5,1.5,1.5,1.8,1.6,1.4,1.4,1.4,1.5,1.5,1.5,1.4,263,20.2,318,12,1340,488,49,30,36,9.79,9.85,32,7.183681416,4.977603143,7.432491228,5.62584507,24.67557143,24.73971223,6.274125,6.230448808,6.274353448,5.832536657,5.25017134,5.185801012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,3.9,100,0,0,0
624,11403800,99999,0,0,0,0,0,0,86,0,0,0,0,0,3360,3320,3600,3390,3360,3570,3170,2790,2750,2870,3120,3190,1621.579301,1800.908555,2023.772849,1849.334722,1743.788978,1445.988889,1469.225,1439.697312,1350.204028,1333.73352,1313.630435,1604.741935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,158,955,100,0,0,17
625,11404300,99999,2,2.1,2.1,2,2,2,2,2,2,2,2,2,4810,561,1360,1480,1430,522,250,48,19,57,996,3070,38.7484543,30.92547198,28.24892473,17.95301389,67.50282258,45.12894444,12.02865591,6.565766129,6.458458333,6.761500701,7.865492754,31.90810659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,4.5,100,0,0,17
626,11404330,99999,54,61,87,85,60,56,37,51,54,54,52,53,96900,20100,48200,21800,37000,6030,1650,740,716,2510,14600,54800,1494.365591,1299.480826,1879.172043,1429.877778,1454.782258,682.9180556,253.1774194,230.0833333,226.5958333,224.6928471,289.2449275,961.6858345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,163,100,0,0,17
627,11404500,99999,57,57,57,57,59,58,55,55,56,56,54,57,101000,21000,53200,23900,41200,7700,4120,182,619,1360,17000,48200,1573.693548,1317.855457,2174.78629,1617.786111,1533.142473,648.2277778,139.9314516,113.5026882,120.5763889,140.5862553,226.7623188,1142.8331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,116,100,0,0,0
628,11405120,99999,3,NA,3.1,0.93,0.92,0.96,2.5,2.5,1,0.76,2.2,2.7,3,NA,4.3,5.2,16,29,71,79,81,48,18,15,3,NA,4.056666667,3.689921875,3.730583832,3.977,15.97241935,29.81801075,19.22418056,5.459424965,4.352,5.114285714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,3.2,100,0,0,0
629,11405200,99999,7.5,0.8,9.8,0.8,0.8,7.8,8.4,7.3,7.9,8.6,5.9,0.82,98,100,87,89,95,100,37,34,38,36,74,40,18.86441821,20.1262605,20.83361702,19.28133028,17.8999,18.28104907,17.10186246,16.92724796,16.72405594,16.82931276,16.56527571,16.44288189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,16,100,0,0,0
630,11405300,99999,7.5,0.8,9.8,0.8,0.8,7.8,8.4,7.3,7.9,8.6,5.9,0.82,98,100,87,89,95,100,37,34,38,36,74,40,18.86441821,20.1262605,20.83361702,19.28133028,17.8999,18.28104907,17.10186246,16.92724796,16.72405594,16.82931276,16.56527571,16.44288189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,16,100,0,0,18
631,11406999,99999,510,509,510,501,502,441,511,502,514,509,515,508,126000,30100,70000,13100,44000,5100,4050,4020,991,1770,2440,62400,2104.451613,1362.553846,2124.964937,949.9362319,1030.28331,818.3362319,939.6830295,811.6339411,604.3913043,663.7067449,720.7,1297.865103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,517,528,100,0,0,23
632,11407000,99999,602,601,609,601,599,559,603,601,602,604,610,613,126000,30200,70100,13200,44100,5210,4160,4130,1090,1870,2550,62500,2141.119624,1431.179941,2161.888441,1035.558333,1114.50672,910.625,1023.650538,891.7432796,699.4472222,761.4291725,816.3623188,1367.779804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,615,628,100,0,0,0
633,11407150,99999,890,886,895,1040,1150,1160,1670,1680,1360,1550,1170,1190,150000,44900,86200,25000,59000,12100,11000,11000,7730,6840,2460,76400,10022.51075,11379.62722,12005.2957,7158.555556,7497.741935,5718.388889,5776.666667,4936.129032,3596.277778,2564.451613,2142.8,6371.096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,2170,100,0,0,0
634,11407300,99999,890,886,895,1040,1150,1160,1670,1680,1360,1550,1170,1190,150000,44900,86200,25000,59000,12100,11000,11000,7730,6840,2460,76400,10022.51075,11379.62722,12005.2957,7158.555556,7497.741935,5718.388889,5776.666667,4936.129032,3596.277778,2564.451613,2142.8,6371.096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,2170,100,0,0,27
635,11407500,99999,890,886,895,1040,1150,1160,1670,1680,1360,1550,1170,1190,150000,44900,86200,25000,59000,12100,11000,11000,7730,6840,2460,76400,10022.51075,11379.62722,12005.2957,7158.555556,7497.741935,5718.388889,5776.666667,4936.129032,3596.277778,2564.451613,2142.8,6371.096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,2170,100,0,0,18
636,11407900,99999,890,886,895,1040,1150,1160,1670,1680,1360,1550,1170,1190,150000,44900,86200,25000,59000,12100,11000,11000,7730,6840,2460,76400,10022.51075,11379.62722,12005.2957,7158.555556,7497.741935,5718.388889,5776.666667,4936.129032,3596.277778,2564.451613,2142.8,6371.096774,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,2170,100,0,0,24
637,11408500,99999,0,0,0,0,0,0,0,0,0,0,0,0,0,233,139,649,2020,1140,398,0,0,50,26,0,0,64.10714286,15.31034483,101.9583333,320.1532258,281.6261682,51.96774194,0,0,1.403225806,0.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,0
638,11408550,99999,3,3.2,3.2,1.8,3,3.1,2.2,3.3,3.4,2.5,2.7,3.1,6860,1140,591,845,2020,1140,437,29,146,193,18,1930,34.20201613,18.41371681,13.74569892,44.36736111,134.7502688,82.71819444,18.93198925,4.009274194,4.16625,6.609537167,3.753623188,7.068863955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.6,100,0,0,24
639,11408850,99999,3,3.2,3.2,1.8,3,3.1,2.2,3.3,3.4,2.5,2.7,3.1,6860,1140,591,845,2020,1140,437,29,146,193,18,1930,34.20201613,18.41371681,13.74569892,44.36736111,134.7502688,82.71819444,18.93198925,4.009274194,4.16625,6.609537167,3.753623188,7.068863955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,3.6,100,0,0,19
640,11408880,99999,26,26,25,25,37.5,24,16,17,17,19,22,25,21000,5200,5970,3770,8100,2410,77,60,43,509,2580,13500,271.4469086,169.9635693,191.4926075,160.2770833,277.1126344,119.4654167,35.56276882,32.29798387,30.60402778,32.7002805,39.57507246,164.7054698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25.1,33,100,0,0,19
