Number,USGS_ID,COM_ID,Min_Dis_Jan,Min_Dis_Feb,Min_Dis_Mar,Min_Dis_Apr,Min_Dis_May,Min_Dis_Jun,Min_Dis_Jul,Min_Dis_Aug,Min_Dis_Sep,Min_Dis_Oct,Min_Dis_Nov,Min_Dis_Dec,Max_Dis_Jan,Max_Dis_Feb,Max_Dis_Mar,Max_Dis_Apr,Max_Dis_May,Max_Dis_Jun,Max_Dis_Jul,Max_Dis_Aug,Max_Dis_Sep,Max_Dis_Oct,Max_Dis_Nov,Max_Dis_Dec,Ave_Dis_Jan,Ave_Dis_Feb,Ave_Dis_Mar,Ave_Dis_Apr,Ave_Dis_May,Ave_Dis_Jun,Ave_Dis_Jul,Ave_Dis_Aug,Ave_Dis_Sep,Ave_Dis_Oct,Ave_Dis_Nov,Ave_Dis_Dec,Min_Temp_Jan,Min_Temp_Feb,Min_Temp_Mar,Min_Temp_Apr,Min_Temp_May,Min_Temp_Jun,Min_Temp_Jul,Min_Temp_Aug,Min_Temp_Sep,Min_Temp_Oct,Min_Temp_Nov,Min_Temp_Dec,Max_Temp_Jan,Max_Temp_Feb,Max_Temp_Mar,Max_Temp_Apr,Max_Temp_May,Max_Temp_Jun,Max_Temp_Jul,Max_Temp_Aug,Max_Temp_Sep,Max_Temp_Oct,Max_Temp_Nov,Max_Temp_Dec,Ave_Temp_Jan,Ave_Temp_Feb,Ave_Temp_Mar,Ave_Temp_Apr,Ave_Temp_May,Ave_Temp_Jun,Ave_Temp_Jul,Ave_Temp_Aug,Ave_Temp_Sep,Ave_Temp_Oct,Ave_Temp_Nov,Ave_Temp_Dec,Min_Do_Jan,Min_Do_Feb,Min_Do_Mar,Min_Do_Apr,Min_Do_May,Min_Do_Jun,Min_Do_Jul,Min_Do_Aug,Min_Do_Sep,Min_Do_Oct,Min_Do_Nov,Min_Do_Dec,Max_Do_Jan,Max_Do_Feb,Max_Do_Mar,Max_Do_Apr,Max_Do_May,Max_Do_Jun,Max_Do_Jul,Max_Do_Aug,Max_Do_Sep,Max_Do_Oct,Max_Do_Nov,Max_Do_Dec,Ave_Do_Jan,Ave_Do_Feb,Ave_Do_Mar,Ave_Do_Apr,Ave_Do_May,Ave_Do_Jun,Ave_Do_Jul,Ave_Do_Aug,Ave_Do_Sep,Ave_Do_Oct,Ave_Do_Nov,Ave_Do_Dec,Base_Dis_5%,Base_Dis_25%,Dis_Avail_Data_%,Temp_Avail_Data_%,DO_Avail_Data_%,HDI
457,11268000,99999,18,36.1,79,172,345,79.5,38.9,14.7,9.89,10.1,12.9,14.1,21000,3150,2550,5130,9760,6480,6300,1580,1160,4030,2150,3620,295.0727151,293.2842183,578.9247312,1262.052778,2412.866935,1904.926389,732.616129,151.1120968,53.37748611,75.37688172,101.402029,156.2914446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,52,100,0,0,9
458,11268001,99999,18,36.1,79,172,345,79.5,38.9,14.7,9.89,10.1,12.9,14.1,21000,3150,2550,5130,9760,6480,6300,1580,1160,4030,2150,3620,295.0727151,293.2842183,578.9247312,1262.052778,2412.866935,1904.926389,732.616129,151.1120968,53.37748611,75.37688172,101.402029,156.2914446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,52,100,0,0,9
459,11269300,99999,18,36.1,79,172,345,79.5,38.9,14.7,9.89,10.1,12.9,14.1,21000,3150,2550,5130,9760,6480,6300,1580,1160,4030,2150,3620,295.0727151,293.2842183,578.9247312,1262.052778,2412.866935,1904.926389,732.616129,151.1120968,53.37748611,75.37688172,101.402029,156.2914446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.7,52,100,0,0,4
460,11269700,99999,0,0,0,0,0,0,0,0,0,0,0,0,3690,3360,3400,3330,3490,3280,3230,3060,3090,3080,1420,3350,383.6082111,506.3787781,953.4545455,1465.413636,1926.262463,1906.363636,1951.259531,1568.400293,1126.939302,968.1013825,213.6687302,324.5023041,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,242,100,0,0,20
461,11270900,99999,194,171,188,172,210,221,239,192,141,141,192,199,8020,7920,4950,6260,5810,5480,7550,4040,4020,4100,1310,4490,737.6787634,1054.824484,1199.174731,1752.359722,2175.474462,2058.241667,2065.446237,1591.048387,1157.863889,1012.798036,336.9913043,457.315568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,309,100,0,0,20
462,11271320,99999,194,171,188,172,210,221,239,192,141,141,192,199,8020,7920,4950,6260,5810,5480,7550,4040,4020,4100,1310,4490,737.6787634,1054.824484,1199.174731,1752.359722,2175.474462,2058.241667,2065.446237,1591.048387,1157.863889,1012.798036,336.9913043,457.315568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,224,309,100,0,0,13
463,11272500,99999,176,195,186,146,139,88.1,24,35.5,39,90,194,212,4160,1020,4720,5750,4700,4000,5170,1010,2150,1790,797,2700,590.6422287,353.9482201,762.2140762,1295.933333,1374.829912,903.5669697,495.0856305,296.3445748,364.0729483,452.5469256,300.42,316.6741935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.035,214,100,0,0,22
464,11274000,99999,313,279,208,128,51.5,17.8,18.7,11.7,11.3,15.5,250,253,36000,32500,20900,24300,15800,12200,12700,3050,2050,3180,1620,8680,2463.879032,2836.821534,2650.25672,3171.304167,2728.91707,1836.053611,1135.003495,548.8555108,538.3475,804.6057796,739.7869565,970.7251052,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,408,100,0,0,30
465,11274500,99999,0,0,0,0,0,0,0,0,0,0,0,0,1990,4550,4260,593,52,11,4.9,0,0,129,0,1460,57.95806452,83.51439528,50.47176075,12.03744444,2.583534946,0.441305556,0.063575269,0,0,0.189973118,0,13.79848527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,19
466,11274538,99999,0,0,0,0,0,0,0,0,0,0,0,0,1760,2250,2130,545,317,184,184,96,98,185,163,687,66.33899194,85.47985251,58.01022849,37.19126389,28.68138441,16.90011111,17.00956989,13.44899194,7.946430556,19.73202957,20.92476812,18.30426367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.27,100,0,0,0
467,11274550,99999,327,305,224,138,68.7,26.3,10.6,7.52,14.3,32.8,270,313,37600,33800,19600,24000,16200,13000,11800,2770,2320,3250,1760,8760,2679.321045,3403.774411,2612.9447,3150.473016,2571.385407,1878.683968,1102.677419,587.1057143,579.4804762,869.759824,813.7984127,1050.185868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124,458,100,0,0,0
468,11274630,99999,0,0,0,0,0,0,0,0,0,0,0,0,735,1870,1230,150,28,14,6.6,2.2,1.7,2.6,20.2,231,20.00864247,31.11634218,20.57614247,8.484541667,3.232486559,1.144222222,0.261653226,0.062150538,0.051361111,0.090215054,0.405246377,4.927826087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,10
469,11274790,99999,8.2,36.4,78.3,189,487,123,44.3,15.2,5.58,5.43,8.63,6.8,562,595,837,1590,2650,4850,3180,936,175,2280,391,820,125.627,175.3374558,290.9725806,615.0366667,1075.770968,1040.103333,388.0467742,86.2283871,28.17513333,89.07645455,81.34713333,110.6845161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.16,41.1,100,0,0,0
470,11275000,99999,8.2,36.4,78.3,189,487,123,44.3,15.2,5.58,5.43,8.63,6.8,562,595,837,1590,2650,4850,3180,936,175,2280,391,820,125.627,175.3374558,290.9725806,615.0366667,1075.770968,1040.103333,388.0467742,86.2283871,28.17513333,89.07645455,81.34713333,110.6845161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.16,41.1,100,0,0,8
471,11276500,99999,34,33,32,32,44,65,70,72.3,49,31.1,33.1,31.1,13800,184,237,3010,9640,8030,11400,2370,131,165,91,6700,142.5849462,79.35058997,94.47110215,170.73,1248.113575,1511.039583,732.006586,138.8875,85.37430556,56.53387097,55.85942029,86.06788219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.7,55.9,100,0,0,9
472,11276600,99999,35,37.7,41,40,45,55,74,81,54.4,35.7,35.7,35.6,14500,913,1460,3250,10100,8750,11900,2630,163,211,406,7910,214.0396914,146.5470769,172.4614306,237.3833333,1259.921459,1535.739565,744.9774194,151.8364656,93.27855072,60.54908836,65.03227273,123.0872434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.695,68,100,0,0,9
473,11276900,99999,35.1,37.1,42.2,42,56,73,70,72,51.9,31,34.5,31.4,14400,1580,2040,3630,10200,9730,11600,2940,168,225,554,7340,316.4502688,393.1507375,562.4227151,708.0469444,1822.66586,2004.45125,918.0986559,179.4100806,89.31513889,61.49637097,66.50608696,167.9018233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6,68,100,0,0,10
474,11277300,99999,4.1,4.8,4.6,4.74,4.86,4.36,6.6,10.7,6,2.4,3.3,4.1,3680,43,30,492,5040,3720,2830,86,201,2060,323,3710,31.92639785,8.44060472,8.281545699,11.144,112.0012769,183.29075,93.09711022,15.8436828,17.22436111,23.48981183,6.69757971,37.48945302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.02,5.95,100,0,0,20
475,11278000,99999,3.84,4.24,4.6,5.06,3.6,5.83,11,15.3,1.75,1.16,3.9,4,15100,1540,600,2520,5200,1770,1080,315,222,1120,1390,5510,88.60895161,45.81718289,45.85986559,225.7735694,477.0562366,348.3325694,95.50255376,22.4875,18.26759722,27.73495968,28.8717971,69.44217391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,7.12,100,0,0,12
476,11278300,99999,12,12,17,16.5,17.2,13.1,25,31,22,11,10.8,11.2,25200,1910,861,3160,8080,4740,3320,464,270,2850,1310,11800,200.3556802,121.5089231,141.2079944,298.0833333,531.6478261,485.9369565,187.3802244,43.27868163,38.78681159,51.40014025,37.93712121,143.5101173,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,26,100,0,0,20
477,11278400,99999,11,17.3,52,47,45,37,35,38,26,9,11,14,25500,2910,2020,4250,9140,5080,5330,1450,1060,3110,1700,12700,661.5103495,715.6215339,964.7803763,1175.962917,1507.401882,1240.140833,726.1086022,414.9966398,314.7784722,272.1864247,249.8747826,494.0486676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.92,236,100,0,0,20
478,11281000,99999,15,18,41,47,41,9.6,1.62,2.3,2.3,4.93,6.96,15,1120,1340,3560,1640,1590,679,385,75,55,84,117,346,110.1899642,173.2165354,237.7272401,250.5751852,298.3655914,178.2233333,61.35139785,20.38293907,15.00059259,16.31649194,21.958,34.21693548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,18,100,0,0,5
479,11282000,99999,5.5,6.3,22,31,52,5.6,0.23,0,0,1.2,2.1,4.7,508,717,1670,1390,1540,914,592,75,56,57,83,178,56.09139785,90.72125984,135.2749104,197.9740741,357.8853047,252.247037,81.18172043,13.71419355,7.130333333,7.342943548,12.251,20.51895161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,8.3,100,0,0,7
480,11283500,99999,22,27,132,190,175,22,6.1,3.3,3.2,5.4,8.8,18,2930,707,8150,3440,5840,1370,262,38,15,61,349,105,393.5376344,291.6190476,854.5591398,798.7777778,929.2826087,412.8082192,66.77258065,13.51612903,8.24,14.45483871,37.18,46.14516129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,20,100,0,0,7
481,11284400,99999,0,0,0.02,0.03,0,0,0,0,0,0,0,0,1370,800,752,582,75,24.7,3.9,0.85,0.51,1.37,21,705,27.5338172,24.76138643,24.79055108,12.29926389,4.11202957,1.283263889,0.24827957,0.021169355,0.010527778,0.024072581,0.271115942,12.63443198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,14
482,11284700,99999,0,0,0.02,0.03,0,0,0,0,0,0,0,0,1370,800,752,582,75,24.7,3.9,0.85,0.51,1.37,21,705,27.5338172,24.76138643,24.79055108,12.29926389,4.11202957,1.283263889,0.24827957,0.021169355,0.010527778,0.024072581,0.271115942,12.63443198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,8
483,11288000,99999,0,0,0.02,0.03,0,0,0,0,0,0,0,0,1370,800,752,582,75,24.7,3.9,0.85,0.51,1.37,21,705,27.5338172,24.76138643,24.79055108,12.29926389,4.11202957,1.283263889,0.24827957,0.021169355,0.010527778,0.024072581,0.271115942,12.63443198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,100,0,0,17
484,11289650,99999,118,119,119,157,83,17,17,19,19,21,154,153,50100,9330,8420,8900,8930,8670,8640,3830,3950,3080,756,7840,1275.99328,1728.317109,1788.373656,2015.990278,1850.748656,1194.495139,598.3258065,398.7329301,386.7719444,381.559543,264.0246377,691.5624123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,165,100,0,0,21
485,11290000,99999,163,181,179,163,164,70.5,67.2,52.4,47.7,105,144,146,52900,10300,8880,10100,8870,8710,8580,4490,4050,3160,819,8800,1613.397849,2012.243363,2063.358871,2176.148611,1973.830645,1325.499722,742.9762097,530.6123656,537.5136111,523.391129,350.9333333,813.7447405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.2,238,100,0,0,25
486,11292000,99999,12,14,20,27,48,47,32,31,21,19,18,18,2200,187,186,537,2350,1530,1450,466,251,957,143,297,50.61021505,45.12536873,62.02956989,112.5388889,322.7580645,416.7527778,236.8185484,105.561828,78.68194444,64.16129032,43.76521739,44.25666199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,39,100,0,0,12
487,11292500,99999,25,24,30,74,131,51,22,15,13,30,27,24,56,41,226,552,955,873,611,107,47,46,32,32,33.0483871,30,84.62903226,197.65,503.5483871,416.3,163.6774194,44.03225806,26.95,33.38709677,29.03333333,27.58064516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,29,100,0,0,5
488,11292700,99999,20,23,31,32,34,25,23,22,18,21,18,21,17300,1550,2440,2090,9290,5340,3790,682,216,383,369,5130,187.8330996,153.2542373,240.5876578,326.2028986,900.2903226,997.6072464,306.0252454,46.96493689,37.35652174,51.96334311,51.16666667,99.35043988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,37,100,0,0,14
489,11292900,99999,38,53,54,54,50,50,52,54,35,24,51,51,23100,1730,895,3150,10600,5130,3900,800,176,164,489,160,208.2311828,154.7315634,183.2002688,214.6652778,785.3736559,960.8291667,353.3306452,132.3024194,126.2,124.1640954,126.3753623,124.8709677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,138,100,0,0,16
490,11293372,99999,5.53,5.65,5.28,5.57,5.82,5.5,5.5,3.3,5.58,5.4,5.4,5.52,8.7,7.6,8.1,8.4,8.86,8.6,8.1,6.7,6.7,6.61,9.5,8.9,6.501641221,6.392831858,6.475725806,6.542541667,6.618041958,6.405596026,6.321769912,5.972942943,6.062006173,6.044344569,6.010588235,6.206119403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,5.9,100,0,0,0
